n,Dynamic Programming Memoization,,,,,,,Dynamic Programming Tabulation,,,,,,,Greedy Highest Value,,,,,,,,Greedy Smallest Weight,,,,,,,,Greedy Greatest Worth Ratio,,,,,,,
,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Avg Time,Avg % Error,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Average Time,Avg % Error,Value 1,Time 1,Value 2,Time 2,Value 3,Time 3,Average Time,Avg % Error
63500,4500,423515,4498,427442,4509,430527,427161,4500,106945,4498,113370,4509,109230,109848,1002,760,1002,940,1503,750,816,74.04%,3014,1007,2937,993,3196,951,983,32.28%,4327,459,4198,408,4165,403,423,6.05%
63600,4500,424569,4498,440280,4509,428360,431069,4500,110209,4498,161663,4509,114234,128702,1002,875,1002,773,1503,733,793,74.04%,3014,907,2937,928,3196,907,914,32.28%,4327,408,4198,409,4165,404,407,6.05%
63700,4500,436687,4498,430286,4509,429463,432145,4500,107619,4498,109771,4509,107926,108438,1002,766,1002,768,1503,731,755,74.04%,3014,959,2937,969,3196,921,949,32.28%,4327,437,4198,433,4165,408,426,6.05%
63800,4500,424472,4498,478298,4509,428559,443776,4500,109844,4498,118255,4509,107866,111988,1002,776,1002,752,1503,746,758,74.04%,3014,979,2937,907,3196,968,951,32.28%,4327,419,4198,415,4165,423,419,6.05%
63900,4500,473297,4498,425322,4509,425912,441510,4500,112897,4498,109374,4509,110346,110872,1002,835,1002,816,1503,774,808,74.04%,3014,1072,2937,937,3196,1229,1079,32.28%,4327,580,4198,417,4165,469,488,6.05%
64000,4500,433519,4498,427843,4509,427462,429608,4500,110117,4498,111347,4509,110880,110781,1002,1036,1002,774,1503,819,876,74.04%,3014,965,2937,931,3196,995,963,32.28%,4327,413,4198,409,4165,439,420,6.05%
64100,4502,429488,4498,431254,4509,431124,430622,4502,109399,4498,112219,4509,112853,111490,1002,803,1002,756,1503,760,773,74.04%,3014,1063,2937,927,3196,918,969,32.29%,4327,438,4198,402,4165,439,426,6.06%
64200,4502,428314,4498,431570,4509,433846,431243,4502,110723,4498,112666,4509,108430,110606,1002,726,1002,717,1503,744,729,74.04%,3014,947,2937,910,3196,929,928,32.29%,4327,408,4198,406,4165,410,408,6.06%
64300,4502,432598,4498,429540,4509,428774,430304,4502,110918,4498,110363,4509,111002,110761,1002,818,1002,735,1503,758,770,74.04%,3014,1048,2937,906,3196,1022,992,32.29%,4327,489,4198,407,4165,407,434,6.06%
64400,4502,433132,4498,434321,4509,431152,432868,4502,112006,4498,116889,4509,111377,113424,1002,755,1002,783,1503,854,797,74.04%,3014,956,2937,992,3196,946,964,32.29%,4327,428,4198,458,4165,412,432,6.06%
64500,4502,427717,4498,430692,4509,432366,430258,4502,111669,4498,109761,4509,108743,110057,1002,731,1002,758,1503,725,738,74.04%,3014,949,2937,992,3196,949,963,32.29%,4327,469,4198,412,4165,407,429,6.06%
64600,4502,427089,4498,443670,4509,432714,434491,4502,110857,4498,112810,4509,110709,111458,1002,756,1002,760,1503,806,774,74.04%,3014,942,2937,976,3196,968,962,32.29%,4327,416,4198,419,4165,426,420,6.06%
64700,4502,448342,4498,477949,4509,430570,452287,4502,172651,4498,115996,4509,112870,133839,1002,889,1002,788,1503,785,820,74.04%,3014,994,2937,1003,3196,986,994,32.29%,4327,420,4198,426,4165,412,419,6.06%
64800,4502,432981,4498,439715,4509,429000,433898,4502,113718,4498,112151,4509,113468,113112,1002,745,1002,725,1503,734,734,74.04%,3014,957,2937,917,3196,928,934,32.29%,4327,446,4198,422,4165,409,425,6.06%
64900,4502,479816,4499,442220,4509,435195,452410,4502,111493,4499,112946,4509,110624,111687,1002,773,1002,721,1503,724,739,74.05%,3014,930,2937,909,3196,941,926,32.30%,4327,712,4198,404,4165,412,509,6.07%
65000,4502,434677,4499,434124,4509,437540,435447,4502,111319,4499,112976,4509,112327,112207,1002,747,1002,756,1503,776,759,74.05%,3014,1004,2937,987,3196,982,991,32.30%,4327,414,4198,431,4165,436,427,6.07%
65100,4502,433503,4499,442754,4509,434797,437018,4502,112835,4499,115857,4509,113044,113912,1002,761,1002,743,1503,741,748,74.05%,3014,952,2937,954,3196,941,949,32.30%,4327,596,4198,431,4165,423,483,6.07%
65200,4502,435122,4499,443932,4509,433443,437499,4502,112232,4499,111267,4509,112615,112038,1002,766,1002,895,1503,728,796,74.05%,3014,981,2937,954,3196,922,952,32.30%,4327,427,4198,470,4165,408,435,6.07%
65300,4502,439526,4499,443171,4509,450955,444550,4502,112922,4499,117505,4509,119196,116541,1002,727,1002,754,1503,803,761,74.05%,3014,1195,2937,965,3196,1016,1058,32.30%,4327,417,4198,434,4165,454,435,6.07%
65400,4502,434532,4499,435590,4509,448375,439499,4502,110487,4499,114294,4509,112866,112549,1002,741,1002,872,1503,750,787,74.05%,3014,948,2937,1291,3196,945,1061,32.30%,4327,418,4198,690,4165,424,510,6.07%
65500,4502,437681,4499,446026,4509,437921,440542,4502,116429,4499,113837,4509,112636,114300,1002,789,1002,765,1503,908,820,74.05%,3014,1000,2937,945,3196,941,962,32.30%,4327,436,4198,422,4165,417,425,6.07%
65600,4502,436595,4499,438317,4509,433343,436085,4502,112748,4499,114365,4509,110353,112488,1002,776,1002,728,1503,780,761,74.05%,3014,928,2937,909,3196,976,937,32.30%,4327,413,4198,425,4165,421,419,6.07%
65700,4502,439077,4499,439311,4509,455031,444473,4502,114837,4499,117547,4509,166660,133014,1002,771,1002,832,1503,782,795,74.05%,3014,971,2937,1058,3196,949,992,32.30%,4327,432,4198,434,4165,440,435,6.07%
65800,4502,485933,4499,447998,4509,441110,458347,4502,117069,4499,116203,4509,110902,114724,1002,863,1002,923,1503,781,855,74.05%,3014,1115,2937,959,3196,956,1010,32.30%,4327,453,4198,417,4165,425,431,6.07%
65900,4502,440424,4499,440921,4509,444664,442003,4502,116222,4499,116341,4509,111993,114852,1002,790,1002,814,1503,769,791,74.05%,3014,975,2937,959,3196,1078,1004,32.30%,4327,441,4198,450,4165,437,442,6.07%
66000,4502,448071,4499,451392,4509,445443,448302,4502,114173,4499,114507,4509,114513,114397,1002,836,1002,783,1503,755,791,74.05%,3014,956,2937,955,3196,949,953,32.30%,4327,418,4198,427,4165,425,423,6.07%
66100,4502,442492,4499,453306,4509,439398,445065,4502,115023,4499,114657,4509,112824,114168,1002,792,1002,768,1503,777,779,74.05%,3014,1010,2937,973,3196,987,990,32.30%,4327,445,4198,424,4165,419,429,6.07%
66200,4502,449996,4499,443940,4509,443956,445964,4502,112039,4499,114523,4509,115182,113914,1002,834,1002,788,1503,821,814,74.05%,3014,956,2937,1104,3196,991,1017,32.30%,4327,428,4198,431,4165,434,431,6.07%
66300,4502,447309,4499,449686,4509,444674,447223,4502,116183,4499,120234,4509,113102,116506,1002,801,1002,770,1503,753,774,74.05%,3014,965,2937,959,3196,953,959,32.30%,4327,428,4198,426,4165,424,426,6.07%
66400,4502,446538,4499,454032,4509,442375,447648,4502,114679,4499,117982,4509,113678,115446,1002,778,1002,781,1503,771,776,74.05%,3014,954,2937,1024,3196,1003,993,32.30%,4327,428,4198,448,4165,422,432,6.07%
66500,4502,449487,4499,449685,4509,452965,450712,4502,113175,4499,116681,4509,115854,115236,1002,801,1002,1039,1503,739,859,74.05%,3014,1058,2937,972,3196,936,988,32.30%,4327,416,4198,432,4165,416,421,6.07%
66600,4502,445804,4499,450225,4509,449986,448671,4502,114061,4499,116552,4509,115417,115343,1002,787,1002,795,1503,794,792,74.05%,3014,1019,2937,981,3196,1020,1006,32.30%,4327,441,4198,436,4165,429,435,6.07%
66700,4502,443836,4499,495274,4509,457746,465618,4502,117614,4499,123104,4509,117268,119328,1002,775,1002,805,1503,900,826,74.05%,3014,993,2937,1009,3196,1030,1010,32.30%,4327,441,4198,458,4165,443,447,6.07%
66800,4502,457860,4499,449530,4509,445192,450860,4502,166577,4499,114025,4509,112173,130925,1002,851,1002,945,1503,773,856,74.05%,3014,1022,2937,987,3196,1138,1049,32.30%,4327,425,4198,441,4165,455,440,6.07%
66900,4502,452987,4499,447280,4509,444879,448382,4502,115452,4499,119626,4509,114848,116642,1002,839,1002,784,1503,804,809,74.05%,3014,1065,2937,963,3196,960,996,32.30%,4327,428,4198,424,4165,423,425,6.07%
67000,4502,454743,4499,504425,4509,451870,470346,4502,116256,4499,117903,4509,115097,116418,1002,883,1002,789,1503,783,818,74.05%,3014,963,2937,982,3196,966,970,32.30%,4327,426,4198,433,4165,428,429,6.07%
67100,4502,494383,4499,453887,4528,452641,466970,4502,118152,4499,117049,4528,115206,116802,1002,829,1002,939,1503,765,844,74.09%,3014,981,2937,1006,3196,944,977,32.40%,4327,495,4198,441,4165,423,453,6.20%
67200,4502,446065,4499,455462,4528,445314,448947,4502,118267,4499,115386,4528,116423,116692,1002,789,1002,743,1503,780,770,74.09%,3014,1138,2937,939,3196,968,1015,32.40%,4327,437,4198,416,4165,432,428,6.20%
67300,4502,457018,4499,454582,4528,451409,454336,4502,118341,4499,117760,4528,115271,117124,1002,918,1002,804,1503,794,838,74.09%,3014,1025,2937,1043,3196,1011,1026,32.40%,4327,438,4198,434,4165,435,435,6.20%
67400,4502,448969,4499,453122,4528,454246,452112,4502,118483,4499,122384,4528,121305,120724,1002,801,1002,772,1503,770,781,74.09%,3014,971,2937,954,3196,949,958,32.40%,4327,435,4198,425,4165,426,428,6.20%
67500,4502,456404,4499,453458,4528,454920,454927,4502,118447,4499,118702,4528,117870,118339,1002,771,1002,909,1503,824,834,74.09%,3014,995,2937,972,3196,992,986,32.40%,4327,423,4198,426,4165,433,427,6.20%
67600,4502,465195,4499,456141,4528,455088,458808,4502,117358,4499,121754,4528,122136,120416,1002,814,1002,783,1503,948,848,74.09%,3014,994,2937,972,3196,987,984,32.40%,4327,436,4198,437,4165,449,440,6.20%
67700,4502,458584,4499,455473,4528,454033,456030,4502,118325,4499,121388,4528,118159,119290,1002,800,1002,793,1503,823,805,74.09%,3014,1041,2937,1016,3196,1136,1064,32.40%,4327,436,4198,435,4165,449,440,6.20%
67800,4502,454663,4499,472033,4528,454848,460514,4502,121632,4499,173465,4528,117635,137577,1002,754,1002,808,1503,798,786,74.09%,3014,971,2937,1098,3196,969,1012,32.40%,4327,425,4198,436,4165,658,506,6.20%
67900,4502,462401,4499,454973,4528,507477,474950,4502,119403,4499,117564,4528,119161,118709,1002,790,1002,879,1503,862,843,74.09%,3014,970,2937,1035,3196,1071,1025,32.40%,4327,427,4198,434,4165,607,489,6.20%
68000,4502,502093,4499,451656,4528,454852,469533,4502,119600,4499,118802,4528,121426,119942,1002,756,1002,815,1503,772,781,74.09%,3014,1152,2937,987,3196,987,1042,32.40%,4327,432,4198,439,4165,424,431,6.20%
68100,4502,459263,4499,458477,4528,464030,460590,4502,119311,4499,118198,4528,122947,120152,1002,779,1002,784,1503,762,775,74.09%,3014,969,2937,979,3196,992,980,32.40%,4327,458,4198,434,4165,426,439,6.20%
68200,4502,456866,4499,456946,4528,450259,454690,4502,120554,4499,120351,4528,117434,119446,1002,839,1002,782,1503,795,805,74.09%,3014,1093,2937,982,3196,1012,1029,32.40%,4327,505,4198,439,4165,447,463,6.20%
68300,4502,454611,4499,461980,4528,459911,458834,4502,120452,4499,123053,4528,116036,119847,1002,770,1002,827,1503,775,790,74.09%,3014,960,2937,1008,3196,985,984,32.40%,4327,453,4198,445,4165,439,445,6.20%
68400,4502,457357,4499,455737,4528,464596,459230,4502,119281,4499,117303,4528,120922,119168,1002,817,1002,779,1503,781,792,74.09%,3014,995,2937,981,3196,989,988,32.40%,4327,570,4198,438,4165,441,483,6.20%
68500,4502,468213,4499,472656,4528,462721,467863,4502,118066,4499,121136,4528,117925,119042,1002,844,1002,825,1503,800,823,74.09%,3014,1184,2937,1089,3196,975,1082,32.40%,4327,484,4198,451,4165,435,456,6.20%
68600,4502,458373,4499,464016,4528,463831,462073,4502,120748,4499,119912,4528,120637,120432,1002,814,1002,827,1503,797,812,74.09%,3014,1014,2937,1046,3196,980,1013,32.40%,4327,487,4198,457,4165,438,460,6.20%
68700,4502,456717,4499,459714,4528,466475,460968,4502,119690,4499,123389,4528,118459,120512,1002,791,1002,858,1503,775,808,74.09%,3014,986,2937,1261,3196,977,1074,32.40%,4327,432,4198,536,4165,430,466,6.20%
68800,4502,457555,4499,480598,4528,512398,483517,4502,123780,4499,183175,4528,127675,144876,1002,793,1002,885,1503,784,820,74.09%,3014,970,2937,1067,3196,983,1006,32.40%,4327,460,4198,448,4165,440,449,6.20%
68900,4502,460300,4499,465762,4528,460763,462275,4502,117310,4499,120756,4528,121671,119912,1002,791,1002,797,1503,788,792,74.09%,3014,998,2937,984,3196,989,990,32.40%,4327,434,4198,440,4165,442,438,6.20%
69000,4502,462593,4499,471804,4528,466209,466868,4502,119007,4499,118995,4528,118449,118817,1002,758,1002,818,1503,837,804,74.09%,3014,1019,2937,1022,3196,1013,1018,32.40%,4327,464,4198,485,4165,453,467,6.20%
69100,4502,463398,4499,520275,4528,464434,482702,4502,132109,4499,126981,4528,118008,125699,1002,1074,1002,855,1503,798,909,74.09%,3014,1202,2937,999,3196,1069,1090,32.40%,4327,449,4198,444,4165,446,446,6.20%
69200,4502,513386,4499,468918,4528,457426,479910,4502,120911,4499,121719,4528,117820,120150,1002,801,1002,814,1503,803,806,74.09%,3014,1010,2937,1005,3196,1008,1007,32.40%,4327,455,4198,459,4165,440,451,6.20%
69300,4502,460398,4499,460288,4528,462229,460971,4502,122815,4499,120364,4528,116926,120035,1002,883,1002,784,1503,786,817,74.09%,3014,1079,2937,1005,3196,993,1025,32.40%,4327,479,4198,459,4165,467,468,6.20%
69400,4502,536116,4499,466588,4528,465046,489250,4502,120396,4499,125307,4528,122893,122865,1002,781,1002,802,1503,833,805,74.09%,3014,984,2937,1101,3196,1090,1058,32.40%,4327,442,4198,462,4165,459,454,6.20%
69500,4502,466779,4499,468167,4528,474562,469836,4502,119655,4499,122177,4528,119293,120375,1002,959,1002,812,1503,814,861,74.09%,3014,1021,2937,1015,3196,1002,1012,32.40%,4327,448,4198,449,4165,448,448,6.20%
69600,4502,480373,4499,488549,4528,482395,483772,4502,122268,4499,124810,4528,121250,122776,1002,969,1002,830,1503,814,871,74.09%,3014,1035,2937,1012,3196,1072,1039,32.40%,4327,459,4198,464,4165,445,456,6.20%
69700,4502,476481,4499,484932,4528,465429,475614,4502,129485,4499,120407,4528,120014,123302,1002,862,1002,809,1503,810,827,74.09%,3014,1086,2937,1040,3196,1304,1143,32.40%,4327,503,4198,458,4165,488,483,6.20%
69800,4502,471895,4499,489071,4528,518826,493264,4502,122769,4499,198165,4528,119734,146889,1002,817,1002,933,1503,778,842,74.09%,3014,1047,2937,1028,3196,985,1020,32.40%,4327,639,4198,508,4165,438,528,6.20%
69900,4502,468448,4499,474102,4528,466465,469671,4502,122923,4499,121991,4528,123626,122846,1002,839,1002,821,1503,802,820,74.09%,3014,1014,2937,1052,3196,1004,1023,32.40%,4327,456,4198,451,4165,506,471,6.20%
70000,4518,483585,4499,472350,4528,471847,475927,4518,179382,4499,123209,4528,122437,141676,1002,836,1002,807,1503,801,814,74.12%,3014,1044,2937,1033,3196,1715,1264,32.47%,4327,472,4198,451,4165,463,462,6.31%
70100,4518,471609,4499,480477,4528,473694,475260,4518,121264,4499,127510,4528,122543,123772,1002,1014,1002,875,1503,838,909,74.12%,3014,1017,2937,1085,3196,1023,1041,32.47%,4327,443,4198,490,4165,453,462,6.31%
70200,4518,474769,4499,526235,4528,466227,489077,4518,124202,4499,123416,4528,125144,124254,1002,815,1002,817,1503,913,848,74.12%,3014,1002,2937,996,3196,1029,1009,32.47%,4327,461,4198,446,4165,464,457,6.31%
70300,4518,522993,4499,472103,4528,475787,490294,4518,124530,4499,127492,4528,120323,124115,1002,831,1002,859,1503,817,835,74.12%,3014,1002,2937,1046,3196,1010,1019,32.47%,4327,453,4198,461,4165,456,456,6.31%
70400,4518,478219,4499,477134,4528,486576,480643,4518,124062,4499,127493,4528,121755,124436,1002,1115,1002,845,1503,864,941,74.12%,3014,1059,2937,1125,3196,1082,1088,32.47%,4327,455,4198,464,4165,457,458,6.31%
70500,4518,473125,4499,475623,4528,470774,473174,4518,122193,4499,122623,4528,124074,122963,1002,815,1002,838,1503,1148,933,74.12%,3014,1009,2937,1045,3196,1419,1157,32.47%,4327,458,4198,470,4165,524,484,6.31%
70600,4518,468931,4499,475431,4528,473831,472731,4518,122785,4499,129822,4528,123058,125221,1002,802,1002,853,1503,790,815,74.12%,3014,1002,2937,1042,3196,1000,1014,32.47%,4327,449,4198,1098,4165,480,675,6.31%
70700,4518,482515,4499,476806,4528,472909,477410,4518,124882,4499,125831,4528,129041,126584,1002,837,1002,820,1503,809,822,74.12%,3014,1172,2937,1011,3196,992,1058,32.47%,4327,463,4198,459,4165,443,455,6.31%
70800,4518,470609,4499,527978,4528,471163,489916,4518,140729,4499,137700,4528,128410,135613,1002,913,1002,866,1503,943,907,74.12%,3014,1096,2937,1091,3196,1175,1120,32.47%,4327,462,4198,470,4165,544,492,6.31%
70900,4518,471804,4499,527774,4528,480527,493368,4518,137498,4499,132965,4528,127213,132558,1002,902,1002,845,1503,937,894,74.12%,3014,1030,2937,1049,3196,1033,1037,32.47%,4327,457,4198,464,4165,482,467,6.31%
71000,4518,523416,4499,472472,4528,472325,489404,4518,127931,4499,126062,4528,122801,125598,1002,833,1002,814,1503,811,819,74.12%,3014,1188,2937,997,3196,1018,1067,32.47%,4327,490,4198,458,4165,453,467,6.31%
71100,4518,481094,4499,473426,4528,474480,476333,4518,122390,4499,123440,4528,120662,122164,1002,987,1002,858,1503,825,890,74.12%,3014,1202,2937,1186,3196,1010,1132,32.47%,4327,449,4198,451,4165,461,453,6.31%
71200,4518,528755,4499,480296,4528,478249,495766,4518,125740,4499,129403,4528,126396,127179,1002,829,1002,890,1503,837,852,74.12%,3014,1019,2937,1082,3196,1039,1046,32.47%,4327,467,4198,493,4165,462,474,6.31%
71300,4518,488141,4499,483990,4528,483744,485291,4518,125159,4499,125029,4528,125952,125380,1002,1008,1002,875,1503,856,913,74.12%,3014,1028,2937,1030,3196,1247,1101,32.47%,4327,445,4198,466,4165,476,462,6.31%
71400,4518,480540,4499,478258,4528,477991,478929,4518,125234,4499,125889,4528,121832,124318,1002,851,1002,799,1503,841,830,74.12%,3014,1068,2937,1182,3196,1020,1090,32.47%,4327,470,4198,460,4165,457,462,6.31%
71500,4518,477487,4499,490938,4528,484370,484265,4518,124618,4499,127751,4528,125600,125989,1002,857,1002,841,1503,823,840,74.12%,3014,1021,2937,1044,3196,1017,1027,32.47%,4327,486,4198,460,4165,458,468,6.31%
71600,4518,487375,4499,489705,4528,481643,486241,4518,126032,4499,130885,4528,125128,127348,1002,856,1002,827,1503,868,850,74.12%,3014,1095,2937,999,3196,1026,1040,32.47%,4327,475,4198,447,4165,473,465,6.31%
71700,4518,497039,4499,484341,4528,485350,488910,4518,124314,4499,124636,4528,139126,129358,1002,851,1002,898,1503,979,909,74.12%,3014,1069,2937,1044,3196,1234,1115,32.47%,4327,458,4198,472,4165,455,461,6.31%
71800,4518,567436,4499,481529,4528,484205,511056,4518,180899,4499,127974,4528,124057,144310,1002,866,1002,939,1503,826,877,74.12%,3014,1074,2937,1135,3196,1027,1078,32.47%,4327,492,4198,482,4165,463,479,6.31%
71900,4518,536729,4499,486530,4528,486118,503125,4518,125325,4499,126942,4528,124901,125722,1002,855,1002,846,1503,1089,930,74.12%,3014,1095,2937,1074,3196,1051,1073,32.47%,4327,464,4198,459,4165,560,494,6.31%
72000,4518,495416,4499,499659,4528,498738,497937,4518,129019,4499,126837,4528,125854,127236,1002,1051,1002,827,1503,828,902,74.12%,3014,1036,2937,1132,3196,1365,1177,32.47%,4327,538,4198,460,4165,482,493,6.31%
72100,4518,534792,4499,485137,4528,481836,500588,4518,133557,4499,126540,4528,125072,128389,1002,879,1002,839,1503,871,863,74.12%,3014,1042,2937,1031,3196,1051,1041,32.47%,4327,468,4198,472,4165,477,472,6.31%
72200,4518,488014,4499,486083,4528,483829,485975,4518,128930,4499,125812,4528,127955,127565,1002,800,1002,874,1503,833,835,74.12%,3014,1055,2937,1067,3196,1034,1052,32.47%,4327,454,4198,461,4165,465,460,6.31%
72300,4518,482099,4499,498004,4528,488406,489503,4518,128452,4499,129093,4528,128195,128580,1002,1067,1002,817,1503,915,933,74.12%,3014,1208,2937,1031,3196,1074,1104,32.47%,4327,476,4198,465,4165,478,473,6.31%
72400,4518,491341,4499,491616,4528,490083,491013,4518,126085,4499,128819,4528,127329,127411,1002,891,1002,835,1503,867,864,74.12%,3014,1108,2937,1050,3196,1053,1070,32.47%,4327,596,4198,497,4165,466,519,6.31%
72500,4518,487618,4499,485268,4528,488507,487131,4518,128459,4499,137582,4528,125108,130383,1002,940,1002,868,1503,833,880,74.12%,3014,1141,2937,1138,3196,1033,1104,32.47%,4327,467,4198,481,4165,465,471,6.31%
72600,4518,500759,4499,490653,4528,477432,489614,4518,127124,4499,128531,4528,123151,126268,1002,846,1002,920,1503,862,876,74.12%,3014,1183,2937,1035,3196,1051,1089,32.47%,4327,496,4198,470,4165,483,483,6.31%
72700,4518,490936,4499,492525,4528,540158,507873,4518,127040,4499,150211,4528,132094,136448,1002,873,1002,1066,1503,856,931,74.12%,3014,1068,2937,1207,3196,1055,1110,32.47%,4327,485,4198,502,4165,475,487,6.31%
72800,4518,492093,4499,492820,4528,505090,496667,4518,128193,4499,128914,4528,126098,127735,1002,875,1002,836,1503,858,856,74.12%,3014,1040,2937,1107,3196,1155,1100,32.47%,4327,461,4198,470,4165,545,492,6.31%
72900,4518,495642,4499,546744,4528,494004,512130,4518,130034,4499,127882,4528,131068,129661,1002,860,1002,855,1503,825,846,74.12%,3014,1062,2937,1043,3196,1040,1048,32.47%,4327,471,4198,471,4165,473,471,6.31%
73000,4518,543054,4499,499695,4528,494375,512374,4518,136719,4499,128577,4528,129905,131733,1002,842,1002,1103,1503,875,940,74.12%,3014,1059,2937,1019,3196,1188,1088,32.47%,4327,493,4198,464,4165,493,483,6.31%
73100,4518,490989,4499,498790,4528,493733,494504,4518,129312,4499,130977,4528,130436,130241,1002,818,1002,827,1503,852,832,74.12%,3014,1026,2937,1017,3196,1025,1022,32.47%,4327,467,4198,471,4165,634,524,6.31%
